queryID;-;load
1;1;0.00307061719455019682846123253537865902
2;5.5;0.0168883925690074008714332724821792008
3;2;0.00498996965384531637770352054034566370
4;11;0
5;4.5;0.019026024694528503502363233382102653
6;1;0.0030690540
7;2;0.006138108
8;1;0
9;8;0.02455243
10;2;0.006119538655631834904981448431738129
11;5.5;0.013924457912311866353254987688014084
12;1;0.00306112919443802505392179287111838374
13;3;0.0092071608
14;10.5;0
15;10.5;0.0340961455512355726316838911983141318
16;1;0.0037091770421531065762063501700212586
17;4.5;0
18;5.5;0
19;3;0.011127529917885914974871942702136587
20;2;0.006138108
21;1;0.0037223272681787549327303843022074014
22;2;0.007444654536357509865460768604414803
23;9;0.03189993890565276901359616
24;12.5;0
25;12.5;0.03075081471407021315481078277620383277
26;3.25;0.009944248819939614819466304403945181
27;3.25;0.008228088406401599898480938164168734
28;5.5;0.013924457747328135836052191847754274
29;2;0.0044433543032777687600115848321366402
30;1;0.00305976932781591745249072421586906404
31;4.5;0.0093690425225572853304581537836853705
32;5.5;0.020400471314695276661640710319262545
33;1;0.0037223272681787549327303843022074011
34;2;0.007388547283555506239582842984730540
35;2;0.009483245415992895781482336618867360
36;3;0.009211850583141249642831944374934266
37;2;0
38;3;0.009073565792644475965531045960191514
39;2;0.007362445047029838346056834588564343
40;2;0.005063439780787433093847327363764506
41;3;0.009211850583141249642831944374934266
42;4;0.01477709336339363188639895075026275568
43;4;0.0133111159472328302957297984141626210
44;2;0.006122258388876050107843585742236768
45;0.5;0.0015345264
46;1;0.0030690540
47;1;0.00237379306160108924528914398759972792
48;2;0.007444654536357509865460768604414802
49;2;0.006141234389100393656922465070757318
50;2;0.006138108
51;4.5;0
52;2;0.007435628759605276515383078329209651
53;3;0
54;2;0.006138108
55;5.5;0
56;1;0.00205711175061530697534790967690425104
57;1;0.00305976932781591745249072421586906440
58;3;0.007575546888614002029561688369365710
59;1;0.00205711175061530697534790967690425054
60;3;0.0084937770134211082638329230482241349
61;3;0.007575546888614002029561688369365709
62;2;0.0041014447933453620605032111306780490
63;7;0.0214833756
64;4.5;0.0092570015372178512571050771472637125
65;3;0.009211850583141249642831944374934266
66;2;0.006138108
67;1;0.0037091770421531065762063501700212586
68;19;0.059430373073510438135599162022104973
69;2;0.005341773771037584288990895106083348
70;2;0.007822906030703353211605371155546314
71;16;0.046251058488590377171746496362259827
72;2;0.006141234389100393656922465070757319
73;3;0.009211850383039381474321593728693924
74;2;0.006141234389100393656922465070757318
75;2;0.0052980512755835961108810069951716207
76;25;0.08501010866782856760034036176340532
77;1;0
78;4.5;0.013066317648312002757250008
79;8;0.02442883221784746343402114
80;2;0.006138108
81;3;0.011166980349106441206131215454736000
82;5.5;0.013965076090023656396370879471024738797
83;2;0.007444654536357509865460768604414802
84;7;0.017722037582918710656437687370577652
85;1;0.0020514231616784479286937317452755787122
86;3;0.01251825366973739543634319159579439303
87;2;0.006456129153120873833846639053072440
88;1;0.0025317198903937165469236636818822528
89;5.5;0.01388850249199424104657073331603275617
90;1;0.0021343102285336408821067051277259665
91;2;0.006138108
92;8;0
93;1;0.0037223272681787549327303843022074014
94;1;0.00307061719455019682846123253537865902
95;2;0.007418354084306213152412700340042517
96;1;0.0020436828632911611673136520497308848161
97;2;0.005323070104901562160208629059635041
98;3;0.0092071608
99;10;0.0306905376
100;2;0.006138108
101;3;0.006276594488508841976825694222399274
102;1;0.0037091770421531065762063501700212586
103;2;0.006141234389100393656922465070757319
